"","value","cost"
"1",11.1894806884373,1259.74532434018
"2",7.36455170205764,670.120433243505
"3",11.6700814920832,1182.92290295299
"4",7.39825442659507,741.074727719031
"5",10.2852363637491,955.673137945973
"6",9.20197534195534,967.660180814253
"7",11.5336496745001,1019.96241485178
"8",11.0355539235595,970.451639618483
"9",11.6133655480074,971.556369493089
"10",9.46030835449031,940.525628161169
"11",8.86554582650802,988.360716243471
"12",11.1209085481578,1005.37283343589
"13",10.9468902508313,925.561299088876
"14",10.1048000326741,1073.66007702401
"15",10.5255591240221,1242.55836792854
"16",10.2535331322707,1227.39841132445
"17",8.8743200510109,940.490999075008
"18",9.99557638236098,1023.6184848827
"19",9.85716282964548,913.560098108107
"20",9.66846479455206,890.149172858014
"21",9.78163951582312,1044.54939122585
"22",10.2223575658244,937.438857948145
"23",10.5679667809489,877.481098403817
"24",11.4592398453691,1216.63468081816
"25",8.96598288120146,1054.65483239522
"26",11.1643449465151,1225.60194316205
"27",8.70811647414616,850.792946512294
"28",10.2215851211835,1109.70552075562
"29",7.73383659684254,678.089807153561
"30",10.7333807447886,927.871190064105
"31",11.9811360345006,992.026499446394
"32",10.1875015825782,994.526021724401
"33",7.30991979048646,675.615284623901
"34",10.7098538660819,1015.12876599891
"35",10.1077942881831,852.230117389535
"36",9.36936727444524,905.295994142564
"37",9.55490365170818,1105.67728526165
"38",10.7093759632471,1185.02462951678
"39",9.01286428626546,937.794482623448
"40",10.492985592283,1035.74350425854
"41",8.63731997345405,897.652421211034
"42",9.4200203598564,1105.81291839305
"43",10.5814787389536,1214.2247773976
"44",10.0301413165147,891.575813235122
"45",10.7305222298855,1041.89919539787
"46",8.00433089387422,854.525351668008
"47",9.62852244893629,1005.93180987565
"48",10.9182870133136,1102.22108729989
"49",10.9018432303576,1198.13663873715
"50",11.1881625049634,981.057882878972
