"","value","cost"
"1",0.852005300112069,77.0725637016958
"2",14.6462200814858,1653.02087135486
"3",8.10770144220442,806.613610836352
"4",9.27969736047089,799.316368495186
"5",15.4906928353012,1775.51721769584
"6",13.1893716519699,1579.85102948074
"7",16.7323471279815,1650.03591172878
"8",19.7663768753409,2221.39276281086
"9",12.7298266114667,1304.1275423502
"10",14.0607625525445,1660.97208180705
"11",13.0016322154552,1297.18193614144
"12",12.6413660915568,1100.07631016143
"13",2.15810338035226,245.398898505184
"14",17.7555320272222,1615.03519531536
"15",1.02583076804876,95.4143702484683
"16",5.56244216393679,500.281223326388
"17",15.5271715298295,1745.35759505981
"18",18.0377625208348,1930.05838844538
"19",8.46190016716719,882.653756850826
"20",9.74282769486308,783.590923731679
"21",16.0783311212435,1315.55242034631
"22",8.09972042217851,711.696949791682
"23",4.3308162689209,483.312292020238
"24",14.8636575462297,1451.11284190653
"25",1.63545773830265,166.781415625909
"26",15.9493416501209,1756.64933778631
"27",19.9412738764659,2389.1756371104
"28",18.2935486827046,2001.96758534845
"29",17.5325359543785,1989.56528441611
"30",11.4974734606221,1247.15366439116
"31",14.3101323861629,1596.39412545987
"32",14.0197844896466,1552.34428921969
"33",17.0420866133645,1533.94142258972
"34",16.6326750908047,1619.72643130202
"35",15.3810432180762,1314.25166777666
"36",3.44002375379205,363.535482936285
"37",8.68175297509879,718.061157697868
"38",15.0823283847421,1243.72983581579
"39",15.0099366344512,1697.06921418475
"40",2.02815243508667,191.530180006336
"41",11.4223052421585,996.763507959965
"42",9.63294332381338,1118.65326734916
"43",8.06013304740191,714.891289051977
"44",6.47769499570131,652.068818382488
"45",19.9239888275042,1645.75669630775
"46",6.11453388351947,562.462988649104
"47",11.1645081685856,1189.88782864272
"48",11.8962974427268,1106.76320276814
"49",3.49126654211432,333.313024453335
"50",14.0477433567867,1662.85610474608
