"","value","cost"
"1",10.0665295644795,1026.05917606376
"2",12.9125395224012,1378.93963651882
"3",10.7679998509127,1067.85468974432
"4",8.43560070786921,758.785474661569
"5",11.1487294187458,998.363720219635
"6",8.69675434951757,967.003777187921
"7",8.30658885751894,783.542798248761
"8",9.38585130845661,883.305962296179
"9",9.35566993317117,756.978780741661
"10",9.97863418857444,956.067954815468
"11",11.5595969732859,1295.58266077479
"12",8.75895139235817,805.248160022959
"13",9.7645058832279,786.459357008753
"14",10.3892568752123,874.687861223847
"15",10.5281840358152,1167.49336957084
"16",12.120932681323,1361.96791638566
"17",9.33413798425719,758.708525072715
"18",12.1004137273972,1127.18771148675
"19",9.93624447951537,948.492893174744
"20",10.1159175535785,931.323050373558
"21",9.47556724470881,967.326835644974
"22",10.0602216898263,1023.34534726037
"23",10.2862968698345,967.567435537984
"24",12.13630165806,1302.7543012952
"25",9.97820613204715,832.070089793815
"26",9.26343770916211,948.403690507803
"27",9.99006046994555,1094.68053058379
"28",8.79687881047427,830.819532636549
"29",8.91220921690411,782.595744195234
"30",12.8011403771436,1449.3742128952
"31",12.578592870602,1084.96581241138
"32",9.53561945012397,790.367864851216
"33",8.08093983059577,774.47972146812
"34",9.40418047401656,900.360392658266
"35",9.64936083522187,1040.56638408173
"36",9.30012951400792,805.179444454015
"37",9.21714191769822,950.696995915822
"38",10.0633971989258,1038.84778230983
"39",9.4640832502016,982.526334804619
"40",10.0832817967784,851.427456984968
"41",11.6592424860587,1012.16041270373
"42",9.27672917554671,942.454085521043
"43",8.55218730771695,732.531560558328
"44",9.42880628730491,1059.01620657283
"45",9.1078166493835,1026.47321887803
"46",8.84110527022916,1047.01980119317
"47",8.35429403392373,923.656054942893
"48",10.1927745771837,837.193149758468
"49",10.9479395638736,1246.96528330776
"50",10.8990180448826,1082.895432875
